Wavelength,Transmission
1674,6.521E+01
1675,6.514E+01
1676,6.507E+01
1677,6.503E+01
1678,6.501E+01
1679,6.511E+01
1680,6.526E+01
1681,6.528E+01
1682,6.524E+01
1683,6.520E+01
1684,6.518E+01
1685,6.518E+01
1686,6.517E+01
1687,6.516E+01
1688,6.517E+01
1689,6.519E+01
1690,6.514E+01
1691,6.496E+01
1692,6.479E+01
1693,6.466E+01
1694,6.459E+01
1695,6.461E+01
1696,6.466E+01
1697,6.472E+01
1698,6.476E+01
1699,6.484E+01
1700,6.491E+01
1701,6.492E+01
1702,6.480E+01
1703,6.464E+01
1704,6.457E+01
1705,6.459E+01
1706,6.462E+01
1707,6.463E+01
1708,6.463E+01
1709,6.464E+01
1710,6.465E+01
1711,6.467E+01
1712,6.470E+01
1713,6.475E+01
1714,6.492E+01
1715,6.506E+01
1716,6.510E+01
1717,6.501E+01
1718,6.489E+01
1719,6.482E+01
1720,6.477E+01
1721,6.473E+01
1722,6.468E+01
1723,6.462E+01
1724,6.458E+01
1725,6.468E+01
1726,6.482E+01
1727,6.490E+01
1728,6.494E+01
1729,6.500E+01
1730,6.509E+01
1731,6.519E+01
1732,6.523E+01
1733,6.513E+01
1734,6.496E+01
1735,6.477E+01
1736,6.470E+01
1737,6.462E+01
1738,6.452E+01
1739,6.445E+01
1740,6.457E+01
1741,6.470E+01
1742,6.473E+01
1743,6.471E+01
1744,6.472E+01
1745,6.471E+01
1746,6.473E+01
1747,6.479E+01
1748,6.484E+01
1749,6.490E+01
1750,6.499E+01
1751,6.499E+01
1752,6.484E+01
1753,6.472E+01
1754,6.462E+01
1755,6.455E+01
1756,6.461E+01
1757,6.473E+01
1758,6.485E+01
1759,6.488E+01
1760,6.487E+01
1761,6.486E+01
1762,6.487E+01
1763,6.489E+01
1764,6.491E+01
1765,6.500E+01
1766,6.510E+01
1767,6.518E+01
1768,6.524E+01
1769,6.528E+01
1770,6.524E+01
1771,6.506E+01
1772,6.478E+01
1773,6.451E+01
1774,6.441E+01
1775,6.448E+01
1776,6.467E+01
1777,6.486E+01
1778,6.489E+01
1779,6.480E+01
1780,6.471E+01
1781,6.477E+01
1782,6.489E+01
1783,6.497E+01
1784,6.489E+01
1785,6.480E+01
1786,6.482E+01
1787,6.484E+01
1788,6.480E+01
1789,6.472E+01
1790,6.466E+01
1791,6.466E+01
1792,6.465E+01
1793,6.471E+01
1794,6.493E+01
1795,6.526E+01
1796,6.556E+01
1797,6.577E+01
1798,6.583E+01
1799,6.557E+01
1800,6.537E+01
1801,6.549E+01
1802,6.573E+01
1803,6.586E+01
1804,6.570E+01
1805,6.552E+01
1806,6.545E+01
1807,6.566E+01
1808,6.580E+01
1809,6.562E+01
1810,6.550E+01
1811,6.556E+01
1812,6.570E+01
1813,6.586E+01
1814,6.605E+01
1815,6.624E+01
1816,6.624E+01
1817,6.595E+01
1818,6.540E+01
1819,6.492E+01
1820,6.492E+01
1821,6.535E+01
1822,6.591E+01
1823,6.612E+01
1824,6.595E+01
1825,6.577E+01
1826,6.578E+01
1827,6.579E+01
1828,6.576E+01
1829,6.568E+01
1830,6.574E+01
1831,6.610E+01
1832,6.629E+01
1833,6.625E+01
1834,6.595E+01
1835,6.583E+01
1836,6.573E+01
1837,6.548E+01
1838,6.496E+01
1839,6.468E+01
1840,6.500E+01
1841,6.589E+01
1842,6.688E+01
1843,6.714E+01
1844,6.643E+01
1845,6.529E+01
1846,6.456E+01
1847,6.490E+01
1848,6.559E+01
1849,6.598E+01
1850,6.612E+01
1851,6.599E+01
1852,6.588E+01
1853,6.577E+01
1854,6.552E+01
1855,6.555E+01
1856,6.566E+01
1857,6.577E+01
1858,6.575E+01
1859,6.582E+01
1860,6.612E+01
1861,6.664E+01
1862,6.700E+01
1863,6.698E+01
1864,6.657E+01
1865,6.598E+01
1866,6.548E+01
1867,6.552E+01
1868,6.604E+01
1869,6.642E+01
1870,6.618E+01
1871,6.560E+01
1872,6.523E+01
1873,6.537E+01
1874,6.567E+01
1875,6.591E+01
1876,6.604E+01
1877,6.612E+01
1878,6.632E+01
1879,6.647E+01
1880,6.663E+01
1881,6.652E+01
1882,6.625E+01
1883,6.594E+01
1884,6.588E+01
1885,6.589E+01
1886,6.595E+01
1887,6.596E+01
1888,6.592E+01
1889,6.599E+01
1890,6.601E+01
1891,6.614E+01
1892,6.659E+01
1893,6.711E+01
1894,6.751E+01
1895,6.763E+01
1896,6.729E+01
1897,6.682E+01
1898,6.645E+01
1899,6.622E+01
1900,6.633E+01
1901,6.640E+01
1902,6.634E+01
1903,6.611E+01
1904,6.595E+01
1905,6.600E+01
1906,6.631E+01
1907,6.650E+01
1908,6.661E+01
1909,6.660E+01
1910,6.650E+01
1911,6.636E+01
1912,6.636E+01
1913,6.662E+01
1914,6.691E+01
1915,6.687E+01
1916,6.642E+01
1917,6.587E+01
1918,6.554E+01
1919,6.565E+01
1920,6.612E+01
1921,6.657E+01
1922,6.669E+01
1923,6.642E+01
1924,6.609E+01
1925,6.602E+01
1926,6.627E+01
1927,6.665E+01
1928,6.679E+01
1929,6.663E+01
1930,6.641E+01
1931,6.629E+01
1932,6.624E+01
1933,6.635E+01
1934,6.657E+01
1935,6.664E+01
1936,6.661E+01
1937,6.638E+01
1938,6.618E+01
1939,6.626E+01
1940,6.652E+01
1941,6.684E+01
1942,6.699E+01
1943,6.692E+01
1944,6.681E+01
1945,6.679E+01
1946,6.680E+01
1947,6.689E+01
1948,6.702E+01
1949,6.714E+01
1950,6.725E+01
1951,6.723E+01
1952,6.705E+01
1953,6.691E+01
1954,6.697E+01
1955,6.709E+01
1956,6.710E+01
1957,6.704E+01
1958,6.705E+01
1959,6.711E+01
1960,6.720E+01
1961,6.732E+01
1962,6.734E+01
1963,6.719E+01
1964,6.706E+01
1965,6.715E+01
1966,6.736E+01
1967,6.752E+01
1968,6.760E+01
1969,6.768E+01
1970,6.763E+01
1971,6.755E+01
1972,6.753E+01
1973,6.751E+01
1974,6.764E+01
1975,6.790E+01
1976,6.804E+01
1977,6.800E+01
1978,6.796E+01
1979,6.805E+01
1980,6.814E+01
1981,6.817E+01
1982,6.809E+01
1983,6.800E+01
1984,6.781E+01
1985,6.755E+01
1986,6.750E+01
1987,6.753E+01
1988,6.745E+01
1989,6.737E+01
1990,6.737E+01
1991,6.739E+01
1992,6.741E+01
1993,6.755E+01
1994,6.764E+01
1995,6.754E+01
1996,6.745E+01
1997,6.743E+01
1998,6.739E+01
1999,6.738E+01
2000.065834,6.725E+01
2009.942668,6.710E+01
2020.098566,6.713E+01
2029.969298,6.739E+01
2039.837,6.771E+01
2049.98346,6.798E+01
2059.844971,6.811E+01
2069.985031,6.839E+01
2079.840289,6.850E+01
2089.973887,6.874E+01
2099.822832,6.896E+01
2109.949906,6.921E+01
2119.792477,6.925E+01
2129.912964,6.915E+01
2140.030088,6.921E+01
2149.862941,6.930E+01
2159.973384,6.943E+01
2169.799712,6.941E+01
2179.903413,6.939E+01
2190.003671,6.945E+01
2199.820052,6.955E+01
2209.913475,6.973E+01
2219.723179,6.986E+01
2229.809704,6.989E+01
2239.892708,7.006E+01
2249.692237,7.000E+01
2259.76825,7.019E+01
2269.840694,7.023E+01
2279.909553,7.046E+01
2289.695271,7.061E+01
2299.757015,7.074E+01
2309.815127,7.087E+01
2319.869592,7.092E+01
2329.641254,7.094E+01
2339.688478,7.089E+01
2349.732008,7.089E+01
2359.771828,7.101E+01
2369.80792,7.108E+01
2379.840271,7.114E+01
2389.590342,7.104E+01
2399.615266,7.092E+01
2409.6364,7.078E+01
2419.65373,7.070E+01
2429.667238,7.076E+01
2439.676909,7.082E+01
2449.682728,7.089E+01
2459.684679,7.101E+01
2469.682745,7.105E+01
2479.676911,7.103E+01
2489.667162,7.093E+01
2499.653481,7.079E+01
